"Display Name","ID","Costing Method","Inventory Valuation","Price Difference Account/ID","Price Difference Account/Code","Price Difference Account/Account Name","Price Difference Account/Type","Price Difference Account/Deprecated","Price Difference Account/Company/ID","Price Difference Account/Company/Company Name"
" ဆီပုံး ","3291","Standard Price","Manual","","","","","","",""
" မယ်လမင်း Group","1906","Standard Price","Manual","","","","","","",""
" မယ်လမင်း Group / Gold မယ်လမင်း","3413","Standard Price","Manual","","","","","","",""
" မယ်လမင်း Group / Lion မယ်လမင်း","647","Standard Price","Manual","","","","","","",""
" မယ်လမင်း Group / Mango မယ်လမင်း","645","Standard Price","Manual","","","","","","",""
" မယ်လမင်း Group / Mango မယ်လမင်းအပါး","646","Standard Price","Manual","","","","","","",""
" မယ်လမင်း Group / Marble မယ်လမင်း","3411","Standard Price","Manual","","","","","","",""
" မယ်လမင်း Group / မယ်လမင်း(အမဲ)","3407","Standard Price","Manual","","","","","","",""
"001-Accessories","3619","Standard Price","Manual","","","","","","",""
"001-Accessories/Aluminium Coil","3620","Standard Price","Manual","","","","","","",""
"001-Accessories/Heater Coil","3621","Standard Price","Manual","","","","","","",""
"001-Filter","3622","Standard Price","Manual","","","","","","",""
"001-Raw Recycle","3573","Standard Price","Manual","","","","","","",""
"001-Sticker/King","3616","Standard Price","Manual","","","","","","",""
"001-Sticker/SOGO","3617","Standard Price","Manual","","","","","","",""
"001-Sticker/Yamaha","3618","Standard Price","Manual","","","","","","",""
"Accessories for Machinery","3382","First In First Out (FIFO)","Automated","","","","","","",""
"Accessories for Machinery-Domino","3423","First In First Out (FIFO)","Automated","","","","","","",""
"Accessories for Machinery-Filter","3420","First In First Out (FIFO)","Automated","","","","","","",""
"Accessories for Machinery-Inject Printer","3424","First In First Out (FIFO)","Automated","","","","","","",""
"Accessory For Machinery(Hose)","3626","Standard Price","Manual","","","","","","",""
"Adapter","3300","Standard Price","Manual","","","","","","",""
"All","1","Standard Price","Manual","","","","","","",""
"All / Deliveries","680","Standard Price","Manual","","","","","","",""
"All / Expenses","3","Standard Price","Manual","","","","","","",""
"All / Saleable","2","Standard Price","Manual","","","","","","",""
"Ball Valve Accessory","3614","Standard Price","Manual","","","","","","",""
"Ball Valve စွပ်","269","Standard Price","Manual","","","","","","",""
"Ball Valve ရစ်","3396","Standard Price","Manual","","","","","","",""
"Bio Ball","3387","Standard Price","Manual","","","","","","",""
"Black Series (Polishing)","3593","Standard Price","Manual","","","","","","",""
"COVID Face Shield","3288","Standard Price","Manual","","","","","","",""
"COVID အမှိုက်ပုံး","3289","Standard Price","Manual","","","","","","",""
"Calendar Clip","3287","First In First Out (FIFO)","Automated","","","","","","",""
"Ceiling","280","Standard Price","Manual","","","","","","",""
"Clip","633","Standard Price","Manual","","","","","","",""
"Comb","2872","Standard Price","Manual","","","","","","",""
"Compound","3430","First In First Out (FIFO)","Automated","","","","","","",""
"Compound(Hose)","3630","Standard Price","Manual","","","","","","",""
"Corner","284","Standard Price","Manual","","","","","","",""
"Cross Tee Ball Valve","3290","Standard Price","Manual","","","","","","",""
"Damage Gold Lex Window Profile","3603","Standard Price","Manual","","","","","","",""
"Damage Mango Window Profile","3602","Standard Price","Manual","","","","","","",""
"Damage PVC E-Pipe","3600","Standard Price","Manual","","","","","","",""
"Damage SOGO Window Profile","3601","Standard Price","Manual","","","","","","",""
"Damage Trunking","3432","First In First Out (FIFO)","Automated","","","","","","",""
"Design Paper- Gold Series","3591","Standard Price","Manual","","","","","","",""
"Design Paper-Lion","3597","Standard Price","Manual","","","","","","",""
"Design Paper-Melamine","3592","Standard Price","Manual","","","","","","",""
"Design Paper-Urea","3595","Standard Price","Manual","","","","","","",""
"Door Lock","286","Standard Price","Manual","","","","","","",""
"Dye Powder","3632","Standard Price","Manual","","","","","","",""
"FG-Damage","3604","First In First Out (FIFO)","Automated","","","","","","",""
"Factory Box","3322","Standard Price","Manual","","","","","","",""
"Factory Diesel","3325","Standard Price","Manual","","","","","","",""
"Factory Label","3321","Standard Price","Manual","","","","","","",""
"Factory Labour","3320","Standard Price","Manual","","","","","","",""
"Factory Metal","3323","Standard Price","Manual","","","","","","",""
"Factory Meter","3324","Standard Price","Manual","","","","","","",""
"Factory Other","3326","Standard Price","Manual","","","","","","",""
"Factory Plastic","3327","Standard Price","Manual","","","","","","",""
"File Clip Frame","3589","Standard Price","Manual","","","","","","",""
"Finished Goods ","3379","Standard Price","Manual","","","","","","",""
"Fitting Group.","373","Standard Price","Manual","","","","","","",""
"Fitting Group. / Brass Faucet Elbow","274","Standard Price","Manual","","","","","","",""
"Fitting Group. / Brass Faucet Socket","275","Standard Price","Manual","","","","","","",""
"Fitting Group. / Brass Faucet Tee","276","Standard Price","Manual","","","","","","",""
"Fitting Group. / Bushing","3390","Standard Price","Manual","","","","","","",""
"Fitting Group. / Cap","278","Standard Price","Manual","","","","","","",""
"Fitting Group. / Cap DL","279","Standard Price","Manual","","","","","","",""
"Fitting Group. / Clean Out Plug","282","Standard Price","Manual","","","","","","",""
"Fitting Group. / Cross TY DL","285","Standard Price","Manual","","","","","","",""
"Fitting Group. / Cross Tee","3283","Standard Price","Manual","","","","","","",""
"Fitting Group. / ELBOW","287","Standard Price","Manual","","","","","","",""
"Fitting Group. / Elbow (DL)","288","Standard Price","Manual","","","","","","",""
"Fitting Group. / Faucet Elbow","292","Standard Price","Manual","","","","","","",""
"Fitting Group. / Faucet Reducing Elbow","293","Standard Price","Manual","","","","","","",""
"Fitting Group. / Faucet Socket","294","Standard Price","Manual","","","","","","",""
"Fitting Group. / Faucet Tee","295","Standard Price","Manual","","","","","","",""
"Fitting Group. / Fitting Clip","321","Standard Price","Manual","","","","","","",""
"Fitting Group. / Fitting Socket","296","Standard Price","Manual","","","","","","",""
"Fitting Group. / Head","302","Standard Price","Manual","","","","","","",""
"Fitting Group. / Nipple","308","Standard Price","Manual","","","","","","",""
"Fitting Group. / Reducing Elbow","323","Standard Price","Manual","","","","","","",""
"Fitting Group. / Reducing Socket","325","Standard Price","Manual","","","","","","",""
"Fitting Group. / Reducing Socket(DL)","326","Standard Price","Manual","","","","","","",""
"Fitting Group. / Reducing TY DL","327","Standard Price","Manual","","","","","","",""
"Fitting Group. / Reducing Tee","328","Standard Price","Manual","","","","","","",""
"Fitting Group. / Reducing Tee (DL)","329","Standard Price","Manual","","","","","","",""
"Fitting Group. / Reducing Y DL","330","Standard Price","Manual","","","","","","",""
"Fitting Group. / Saddle","332","Standard Price","Manual","","","","","","",""
"Fitting Group. / Saddle (New)","333","Standard Price","Manual","","","","","","",""
"Fitting Group. / Socket DL","334","Standard Price","Manual","","","","","","",""
"Fitting Group. / Socket Push In","335","Standard Price","Manual","","","","","","",""
"Fitting Group. / Socket Union","336","Standard Price","Manual","","","","","","",""
"Fitting Group. / TY (DL)","339","Standard Price","Manual","","","","","","",""
"Fitting Group. / Tee","340","Standard Price","Manual","","","","","","",""
"Fitting Group. / Tee DL","341","Standard Price","Manual","","","","","","",""
"Fitting Group. / Valve Elbow","346","Standard Price","Manual","","","","","","",""
"Fitting Group. / Valve Plug","347","Standard Price","Manual","","","","","","",""
"Fitting Group. / Valve Socket","348","Standard Price","Manual","","","","","","",""
"Fitting Group. / Valve Socket Pushin","349","Standard Price","Manual","","","","","","",""
"Fitting Group. / Way Tee","353","Standard Price","Manual","","","","","","",""
"Fitting Group. / Y DL","356","Standard Price","Manual","","","","","","",""
"Flange","297","Standard Price","Manual","","","","","","",""
"Floor Drain","298","Standard Price","Manual","","","","","","",""
"Foot Valve","300","Standard Price","Manual","","","","","","",""
"Fuel","3381","Standard Price","Manual","","","","","","",""
"G20 Pipe","3397","First In First Out (FIFO)","Automated","","","","","","",""
"GOLDTAX အိမ်သုတ်ဆေး","3399","Standard Price","Manual","","","","","","",""
"Gold Lex Window Profile","3395","First In First Out (FIFO)","Automated","","","","","","",""
"Gold Series (Polishing)","3598","Standard Price","Manual","","","","","","",""
"Gold Tax Pipe","3391","Standard Price","Manual","","","","","","",""
"Gutter Fitting","301","Standard Price","Manual","","","","","","",""
"HD (Blow) ရေတိုင်ကီ","3389","Standard Price","Manual","","","","","","",""
"Heater Coil for Mould","3418","First In First Out (FIFO)","Automated","","","","","","",""
"JADE အိမ်သုတ်ဆေး","3398","Standard Price","Manual","","","","","","",""
"Junnet","305","First In First Out (FIFO)","Automated","","","","","","",""
"KGO Design","3434","Standard Price","Manual","","","","","","",""
"Kaw Bu","306","Standard Price","Manual","","","","","","",""
"King သံစားပွဲ","637","Standard Price","Manual","","","","","","",""
"Lion Ware (Polishing)","3596","Standard Price","Manual","","","","","","",""
"Main Box","3330","Standard Price","Manual","","","","","","",""
"Main Label","3329","Standard Price","Manual","","","","","","",""
"Main Other","3332","Standard Price","Manual","","","","","","",""
"Main Plastic","3328","Standard Price","Manual","","","","","","",""
"Main String","3331","Standard Price","Manual","","","","","","",""
"Mango Clip","3433","Standard Price","Manual","","","","","","",""
"Mango Gutter","3393","First In First Out (FIFO)","Automated","","","","","","",""
"Mango Hose","367","Standard Price","Manual","","","","","","",""
"Mango Pipe","366","Standard Price","Manual","","","","","","",""
"Mango Ware (Polishing)","3590","Standard Price","Manual","","","","","","",""
"Mango Window Profile","3405","First In First Out (FIFO)","Automated","","","","","","",""
"Marble Series (Polishing)","3594","Standard Price","Manual","","","","","","",""
"Marble ရေတိုင်ကီ","3406","First In First Out (FIFO)","Automated","","","","","","",""
"Oil","3422","First In First Out (FIFO)","Automated","","","","","","",""
"PVC Ball Valve Blue စွပ် ဆက်စပ်ပစ္စည်း","3623","Standard Price","Manual","","","","","","",""
"PVC Ball Valve Green စွပ် ဆက်စပ်ပစ္စည်း","3624","Standard Price","Manual","","","","","","",""
"PVC Ball Valve Red စွပ် ဆက်စပ်ပစ္စည်း","3625","Standard Price","Manual","","","","","","",""
"PVC Door","317","Standard Price","Manual","","","","","","",""
"Packing","3380","First In First Out (FIFO)","Automated","","","","","","",""
"Packing for Window Profile","3426","First In First Out (FIFO)","Automated","","","","","","",""
"Packing(Hose)","3627","Standard Price","Manual","","","","","","",""
"Packing-Plastic","3421","First In First Out (FIFO)","Automated","","","","","","",""
"Packing-Sticker","3425","First In First Out (FIFO)","Automated","","","","","","",""
"Pallet","3582","Standard Price","Manual","","","","","","",""
"Panel Box","320","Standard Price","Manual","","","","","","",""
"Pipe (အရောင်ဖျော့)","3410","Standard Price","Manual","","","","","","",""
"Pipe(ပေတို)","3388","Standard Price","Manual","","","","","","",""
"Popular Group","1896","First In First Out (FIFO)","Automated","","","","","","",""
"Popular Group / BOX","599","Standard Price","Manual","","","","","","",""
"Popular Group / Brush","587","Standard Price","Manual","","","","","","",""
"Popular Group / King  အုပ်ဆောင်း","616","Standard Price","Manual","","","","","","",""
"Popular Group / King ခုံ","615","Standard Price","Manual","","","","","","",""
"Popular Group / King ချိတ်","614","Standard Price","Manual","","","","","","",""
"Popular Group / King ခြင်း","613","Standard Price","Manual","","","","","","",""
"Popular Group / King ဇကာ","617","Standard Price","Manual","","","","","","",""
"Popular Group / King ဇလုံ","612","Standard Price","Manual","","","","","","",""
"Popular Group / King ထွေးခံ","622","Standard Price","Manual","","","","","","",""
"Popular Group / King ဖလား","611","Standard Price","Manual","","","","","","",""
"Popular Group / King ဘူး","619","Standard Price","Manual","","","","","","",""
"Popular Group / King ရေခွက်","620","Standard Price","Manual","","","","","","",""
"Popular Group / King ရေပုံး","618","Standard Price","Manual","","","","","","",""
"Popular Group / King ဦးထုပ်","621","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA  Brush","3583","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA  ‌‌‌ဂေါ်ပြား","3631","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA Box","3412","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA ချိတ်","3633","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA ခြင်း","3634","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA ဇကာ","3613","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA ဇလုံ","3635","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA ထွေးခံ","3637","Standard Price","Manual","","","","","","",""
"Popular Group / MOANA ရေပုံး","3636","Standard Price","Manual","","","","","","",""
"Popular Group / Mango  Brush","623","Standard Price","Manual","","","","","","",""
"Popular Group / Mango Box","2871","Standard Price","Manual","","","","","","",""
"Popular Group / Mango ဇလုံ","626","Standard Price","Manual","","","","","","",""
"Popular Group / Mango တံမျက်စည်း","624","Standard Price","Manual","","","","","","",""
"Popular Group / Mango ဖလား","625","Standard Price","Manual","","","","","","",""
"Popular Group / ORDER","648","Standard Price","Manual","","","","","","",""
"Popular Group / Summit Box","672","Standard Price","Manual","","","","","","",""
"Popular Group / Summit Foot Mass","678","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ကတော့","662","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ခုံ","676","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ချိတ်","663","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ခြင်း","653","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ခွက်","667","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ဂေါ် ပြား","658","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ဂျိုင့်","666","Standard Price","Manual","","","","","","",""
"Popular Group / Summit စင်","655","Standard Price","Manual","","","","","","",""
"Popular Group / Summit စဉ့်နီတုံး","661","Standard Price","Manual","","","","","","",""
"Popular Group / Summit စားပွဲ","677","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ဆပ်ပြာခွက်","673","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ဆီးအိုး","657","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ဇကာ","652","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ဇလုံ","651","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ပန်းအိုး","669","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ပုဂံ","671","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ဖလား","670","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ဘူး","660","Standard Price","Manual","","","","","","",""
"Popular Group / Summit မုန့်စင်","654","Standard Price","Manual","","","","","","",""
"Popular Group / Summit မှန်","659","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ယပ်တောင်","668","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ရေခဲဘူး","679","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ရေတကောင်း","665","Standard Price","Manual","","","","","","",""
"Popular Group / Summit ရေပုံး","674","Standard Price","Manual","","","","","","",""
"Popular Group / Summit လင်ဗန်း","664","Standard Price","Manual","","","","","","",""
"Popular Group / Summit အမှိုက်ပုံး","675","Standard Price","Manual","","","","","","",""
"Popular Group / Summit အုပ်ဆောင်း","656","Standard Price","Manual","","","","","","",""
"Popular Group / ခုံ","608","Standard Price","Manual","","","","","","",""
"Popular Group / ချိတ်","596","Standard Price","Manual","","","","","","",""
"Popular Group / ခြင်း","598","Standard Price","Manual","","","","","","",""
"Popular Group / စက်ဘီးခြင်း","271","Standard Price","Manual","","","","","","",""
"Popular Group / စင်","605","Standard Price","Manual","","","","","","",""
"Popular Group / စားပွဲ","607","Standard Price","Manual","","","","","","",""
"Popular Group / ဆပ်ပြာခွက်","584","Standard Price","Manual","","","","","","",""
"Popular Group / ဆီးအိုး","586","Standard Price","Manual","","","","","","",""
"Popular Group / ဇကာ","597","Standard Price","Manual","","","","","","",""
"Popular Group / ဇလုံ","601","Standard Price","Manual","","","","","","",""
"Popular Group / ထွေးခံ","585","Standard Price","Manual","","","","","","",""
"Popular Group / ပုဂံ","583","Standard Price","Manual","","","","","","",""
"Popular Group / ဖလား","592","Standard Price","Manual","","","","","","",""
"Popular Group / ဗီဒို","3401","Standard Price","Manual","","","","","","",""
"Popular Group / ဘူး","579","First In First Out (FIFO)","Automated","","","","","","",""
"Popular Group / မုန့်ကဒ်","606","Standard Price","Manual","","","","","","",""
"Popular Group / မှန်","307","Standard Price","Manual","","","","","","",""
"Popular Group / ယပ်တောင်","591","Standard Price","Manual","","","","","","",""
"Popular Group / ရေခဲဘူး","580","First In First Out (FIFO)","Automated","","","","","","",""
"Popular Group / ရေခွက်","581","Standard Price","Manual","","","","","","",""
"Popular Group / ရေတကောင်း","582","Standard Price","Manual","","","","","","",""
"Popular Group / ရေပုံး","600","Standard Price","Manual","","","","","","",""
"Popular Group / ရေမှုတ်","593","Standard Price","Manual","","","","","","",""
"Popular Group / လင်ဗန်း","589","Standard Price","Manual","","","","","","",""
"Popular Group / အမှိုက်ပုံး","603","Standard Price","Manual","","","","","","",""
"Popular Group / အိမ်သာ Brush","588","Standard Price","Manual","","","","","","",""
"Popular Group / အုပ်ဆောင်း","602","Standard Price","Manual","","","","","","",""
"Popular Group / အံဆွဲ","604","Standard Price","Manual","","","","","","",""
"Popular Group / ဦးထုပ်","590","Standard Price","Manual","","","","","","",""
"Popular Group / ‌‌‌ဂေါ်ပြား","594","First In First Out (FIFO)","Automated","","","","","","",""
"Popular Pipe (Cancel)","365","Standard Price","Manual","","","","","","",""
"Production","3615","Standard Price","Manual","","","","","","",""
"Raw","3580","Standard Price","Manual","","","","","","",""
"Raw (Bajar Pipe)","3378","Standard Price","Manual","","","","","","",""
"Raw (Recycle)","3377","First In First Out (FIFO)","Automated","","","","","","",""
"Raw Chemical","3427","First In First Out (FIFO)","Automated","","","","","","",""
"Raw Materials","3334","First In First Out (FIFO)","Automated","","","","","","",""
"Raw Materials(Hose)","3628","Standard Price","Manual","","","","","","",""
"Recycle","3429","First In First Out (FIFO)","Automated","","","","","","",""
"Recycle (Kaw Seed)","3431","First In First Out (FIFO)","Automated","","","","","","",""
"Recycle(Hose)","3629","Standard Price","Manual","","","","","","",""
"Reject","3599","Standard Price","Manual","","","","","","",""
"Repro Tee ","630","Standard Price","Manual","","","","","","",""
"SOGO Gutter","363","First In First Out (FIFO)","Automated","","","","","","",""
"SOGO Hose","319","Standard Price","Manual","","","","","","",""
"SOGO Pipe","350","Standard Price","Manual","","","","","","",""
"SOGO Window Profile","374","First In First Out (FIFO)","Automated","","","","","","",""
"SOGO Window Profile / Window","354","Standard Price","Manual","","","","","","",""
"SOGO Window Profile / Window Profile","355","First In First Out (FIFO)","Automated","","","","","","",""
"SOGO.","375","Standard Price","Manual","","","","","","",""
"SOGO. / Base Box","270","Standard Price","Manual","","","","","","",""
"SOGO. / Board","272","Standard Price","Manual","","","","","","",""
"SOGO. / Breaker Box","277","Standard Price","Manual","","","","","","",""
"SOGO. / Choke","281","Standard Price","Manual","","","","","","",""
"SOGO. / FX  Design","290","Standard Price","Manual","","","","","","",""
"SOGO. / Globe","3294","Standard Price","Manual","","","","","","",""
"SOGO. / Joint Box","304","Standard Price","Manual","","","","","","",""
"SOGO. / PDI  Design","309","Standard Price","Manual","","","","","","",""
"SOGO. / PPI  Design","310","Standard Price","Manual","","","","","","",""
"SOGO. / PRU  Design","311","Standard Price","Manual","","","","","","",""
"SOGO. / PSG  Design","312","Standard Price","Manual","","","","","","",""
"SOGO. / PSI  Design","313","Standard Price","Manual","","","","","","",""
"SOGO. / PSK  Design","314","Standard Price","Manual","","","","","","",""
"SOGO. / PSO  Design","315","Standard Price","Manual","","","","","","",""
"SOGO. / PSR  Design","316","Standard Price","Manual","","","","","","",""
"SOGO. / Plug","322","Standard Price","Manual","","","","","","",""
"SOGO. / SG  Design","331","Standard Price","Manual","","","","","","",""
"SOGO. / Sogo Clip","283","Standard Price","Manual","","","","","","",""
"SOGO. / Switch/Socket","338","Standard Price","Manual","","","","","","",""
"Semi Finished Goods","3333","Standard Price","Manual","","","","","","",""
"Septic Tank","3587","First In First Out (FIFO)","Automated","","","","","","",""
"Septic Tank - Accessories","3588","Standard Price","Manual","","","","","","",""
"Smart Aircon","3284","Standard Price","Manual","","","","","","",""
"Socket DL","3385","Standard Price","Manual","","","","","","",""
"Sprinkler","337","Standard Price","Manual","","","","","","",""
"Sticker","3586","Standard Price","Manual","","","","","","",""
"Thinwall","610","Standard Price","Manual","","","","","","",""
"Trunking","376","First In First Out (FIFO)","Automated","","","","","","",""
"Trunking / PVC E-Pipe","318","First In First Out (FIFO)","Automated","","","","","","",""
"Trunking / Trunking","344","Standard Price","Manual","","","","","","",""
"Union","345","Standard Price","Manual","","","","","","",""
"Waste","3383","First In First Out (FIFO)","Automated","","","","","","",""
"Water Tap","352","Standard Price","Manual","","","","","","",""
"Window Accessory","3301","First In First Out (FIFO)","Automated","","","","","","",""
"YS Design","3303","Standard Price","Manual","","","","","","",""
"Yoma Pipe (Cancel)","681","Standard Price","Manual","","","","","","",""
"ကားကတ်ဆက်","3286","Standard Price","Manual","","","","","","",""
"ကြက်စာခွက်","629","Standard Price","Manual","","","","","","",""
"ကြိတ်သားသံစားပွဲ","638","Standard Price","Manual","","","","","","",""
"ကြွေပြား","3285","Standard Price","Manual","","","","","","",""
"ခြင်းလုံး","632","Standard Price","Manual","","","","","","",""
"ဂဏန်းခြင်း","3280","Standard Price","Manual","","","","","","",""
"ငှက်သိုက်ခွက်","3612","Standard Price","Manual","","","","","","",""
"စည်ပင်အမှိုက်ပုံး","1897","Standard Price","Manual","","","","","","",""
"စတီးစားပွဲ","636","Standard Price","Manual","","","","","","",""
"စာအုပ်စင်","641","Standard Price","Manual","","","","","","",""
"ဆီပေပါ","3298","Standard Price","Manual","","","","","","",""
"နို့ဆီပုံး","628","Standard Price","Manual","","","","","","",""
"ပန်းအိုး","627","Standard Price","Manual","","","","","","",""
"ပုဂံစင်","640","Standard Price","Manual","","","","","","",""
"ဖော့ပြား","3392","Standard Price","Manual","","","","","","",""
"ဖော့ဘူး","3292","Standard Price","Manual","","","","","","",""
"ဘိုထိုင်ကြွေအိုး","358","Standard Price","Manual","","","","","","",""
"မီးသတ်ဆေးဘူး","289","Standard Price","Manual","","","","","","",""
"မီးအားမြှင့်စက်","682","Standard Price","Manual","","","","","","",""
"မုန့်စင်","642","Standard Price","Manual","","","","","","",""
"ရာဘာခံခွက်","650","First In First Out (FIFO)","Automated","","","","","","",""
"ရေခဲပုံး","303","First In First Out (FIFO)","Automated","","","","","","",""
"ရေခဲမုန့်ဇွန်း","3279","Standard Price","Manual","","","","","","",""
"ရေချိုးခန်းမှန်","3282","Standard Price","Manual","","","","","","",""
"ရေတိုင်ကီ Group","2878","Standard Price","Manual","","","","","","",""
"ရေတိုင်ကီ Group / Mango ရေတိုင်ကီ","2873","First In First Out (FIFO)","Automated","","","","","","",""
"ရေတိုင်ကီ Group / ရေတိုင်ကီ","351","First In First Out (FIFO)","Automated","","","","","","",""
"ရေဖြန်းခေါင်း","3299","Standard Price","Manual","","","","","","",""
"ရေသန့်ဘူး","609","First In First Out (FIFO)","Automated","","","","","","",""
"ရွှေဘူး","649","Standard Price","Manual","","","","","","",""
"လမ်းဘလောက်တုံး","644","First In First Out (FIFO)","Automated","","","","","","",""
"သော့ချိတ်","631","Standard Price","Manual","","","","","","",""
"သံခုံ","643","Standard Price","Manual","","","","","","",""
"သံစားပွဲ","635","Standard Price","Manual","","","","","","",""
"သံစားပွဲ Group","1908","Standard Price","Manual","","","","","","",""
"အိမ်သာခွက်","595","Standard Price","Manual","","","","","","",""
"အိမ်သာပိုက်","343","Standard Price","Manual","","","","","","",""
"အ၀တ်လှန်းစင်","639","Standard Price","Manual","","","","","","",""
